ov_id,station_id
DKCOAST37,DKMONCW96220410 
DKCOAST37,DKMONCW96220396 
DKCOAST37,DKMONCW96220384 
DKCOAST37,DKMONCW96220357 
DKCOAST37,DKMONCW96220420 
DKCOAST37,DKMONCW96220440 
DKCOAST37,DKMONCW96220424 
DKCOAST38,DKMONCW96250163 
DKCOAST38,DKMONCW96250162 
DKCOAST38,DKMONCW96250176 
DKCOAST38,DKMONCW96250178 
DKCOAST38,DKMONCW96250179 
DKCOAST38,DKMONCW96250180 
DKCOAST44,DKMONCW99200001 
DKCOAST44,DKMONCW99220058 
DKCOAST44,DKMONCW99220036 
DKCOAST44,DKMONCW99220042 
DKCOAST44,DKMONCW99220043 
DKCOAST44,DKMONCW99220044 
DKCOAST44,DKMONCW99210009 
DKCOAST44,DKMONCW99210007 
DKCOAST44,DKMONCW99210010 
DKCOAST44,DKMONCW99200057 
DKCOAST44,DKMONCW99210011 
DKCOAST44,DKMONCW99220028 
DKCOAST44,DKMONCW99200050 
DKCOAST44,DKMONCW99220032 
DKCOAST45,DKMONCW96330147 
DKCOAST45,DKMONCW96330146 
DKCOAST45,DKMONCW96330145 
DKCOAST45,DKMONCW96330144 
DKCOAST45,DKMONCW96310095 
DKCOAST45,DKMONCW96310094 
DKCOAST45,DKMONCW96310096 
DKCOAST45,DKMONCW96310086 
DKCOAST45,DKMONCW96310093 
DKCOAST46,DKMONCW99360004 
DKCOAST46,DKMONCW99300034 
DKCOAST46,DKMONCW99360018 
DKCOAST46,DKMONCW99310003 
DKCOAST46,DKMONCW99360022 
DKCOAST46,DKMONCW99360019 
DKCOAST46,DKMONCW99300036 
DKCOAST46,DKMONCW99300037 
DKCOAST46,DKMONCW99310005 
DKCOAST46,DKMONCW99360025 
DKCOAST46,DKMONCW99360026 
DKCOAST46,DKMONCW99300035 
DKCOAST47,DKMONCW99350002 
DKCOAST47,DKMONCW99350056 
DKCOAST47,DKMONCW99350071 
DKCOAST47,DKMONCW99350059 
DKCOAST47,DKMONCW99350058 
DKCOAST47,DKMONCW99350067 
DKCOAST47,DKMONCW99350068 
DKCOAST47,DKMONCW99350037 
DKCOAST47,DKMONCW99350076 
DKCOAST47,DKMONCW99350010 
DKCOAST48,DKMONCW99320001 
DKCOAST48,DKMONCW99320065 
DKCOAST48,DKMONCW96320077 
DKCOAST48,DKMONCW96320076 
DKCOAST48,DKMONCW96320075 
DKCOAST48,DKMONCW96320078 
DKCOAST48,DKMONCW99330094 
DKCOAST48,DKMONCW99330091 
DKCOAST48,DKMONCW99330095 
DKCOAST48,DKMONCW96320073 
DKCOAST48,DKMONCW99320089 
DKCOAST48,DKMONCW99320058 
DKCOAST49,DKMONCW99320007 
DKCOAST49,DKMONCW99320080 
DKCOAST49,DKMONCW99320082 
DKCOAST49,DKMONCW99320079 
DKCOAST49,DKMONCW99320077 
DKCOAST49,DKMONCW99320088 
DKCOAST49,DKMONCW99320087 
DKCOAST49,DKMONCW99320090 
DKCOAST49,DKMONCW99320068 
DKCOAST56,DKMONCW99140004 
DKCOAST56,DKMONCW99150008 
DKCOAST56,DKMONCW99150009 
DKCOAST56,DKMONCW99110007 
DKCOAST56,DKMONCW99110003 
DKCOAST56,DKMONCW99110004 
DKCOAST56,DKMONCW99150005 
DKCOAST56,DKMONCW99150006 
DKCOAST56,DKMONCW99130003 
DKCOAST56,DKMONCW99150003 
DKCOAST58,DKMONCW99000113 
DKCOAST58,DKMONCW99100001 
DKCOAST58,DKMONCW99100015 
DKCOAST58,DKMONCW99100016 
DKCOAST58,DKMONCW99000116 
DKCOAST58,DKMONCW99100013 
DKCOAST59,DKMONCW94260046 
DKCOAST59,DKMONCW94260047 
DKCOAST59,DKMONCW94260048 
DKCOAST59,DKMONCW94260050 
DKCOAST59,DKMONCW94260049 
DKCOAST59,DKMONCW94260002 
DKCOAST59,DKMONCW94260043 
DKCOAST59,DKMONCW94260045 
DKCOAST59,DKMONCW94260053 
DKCOAST62,DKMONCW94220001 
DKCOAST62,DKMONCW94220018 
DKCOAST62,DKMONCW94220037 
DKCOAST62,DKMONCW94220040 
DKCOAST62,DKMONCW94220039 
DKCOAST62,DKMONCW94220014 
DKCOAST62,DKMONCW94220049 
DKCOAST68,DKMONCW96530004 
DKCOAST68,DKMONCW96530061 
DKCOAST68,DKMONCW96530287 
DKCOAST68,DKMONCW96530291 
DKCOAST72,DKMONCW96540003 
DKCOAST72,DKMONCW96540027 
DKCOAST72,DKMONCW96540071 
DKCOAST72,DKMONCW96540072 
DKCOAST72,DKMONCW96540057 
DKCOAST72,DKMONCW96540045 
DKCOAST74,DKMONCW95410002 
DKCOAST74,DKMONCW95410119 
DKCOAST80,DKMONCW95240002 
DKCOAST80,DKMONCW95240041 
DKCOAST80,DKMONCW95240038 
DKCOAST80,DKMONCW95240037 
DKCOAST80,DKMONCW95200053 
DKCOAST80,DKMONCW95240039 
DKCOAST80,DKMONCW95240036 
DKCOAST82,DKMONCW95410006 
DKCOAST82,DKMONCW95410112 
DKCOAST82,DKMONCW95410113 
DKCOAST83,DKMONCW96720002 
DKCOAST83,DKMONCW96720082 
DKCOAST83,DKMONCW96720006 
DKCOAST84,DKMONCW96750001 
DKCOAST84,DKMONCW96750110 
DKCOAST84,DKMONCW96750101 
DKCOAST84,DKMONCW96750121 
DKCOAST84,DKMONCW96750130 
DKCOAST85,DKMONCW96750003 
DKCOAST85,DKMONCW96750104 
DKCOAST85,DKMONCW96750119 
DKCOAST85,DKMONCW96750120 
DKCOAST85,DKMONCW96750126 
DKCOAST86,DKMONCW96720004 
DKCOAST86,DKMONCW96720028 
DKCOAST86,DKMONCW96720072 
DKCOAST86,DKMONCW96720071 
DKCOAST86,DKMONCW96720078 
DKCOAST86,DKMONCW96720067 
DKCOAST86,DKMONCW96720076 
DKCOAST86,DKMONCW96720083 
DKCOAST86,DKMONCW96720057 
DKCOAST87,DKMONCW95620002 
DKCOAST87,DKMONCW95620061 
DKCOAST87,DKMONCW95620078 
DKCOAST87,DKMONCW95620073 
DKCOAST87,DKMONCW95620069 
DKCOAST87,DKMONCW95620077 
DKCOAST87,DKMONCW95620081 
DKCOAST87,DKMONCW95620071 
DKCOAST87,DKMONCW95620075 
DKCOAST87,DKMONCW95620064 
DKCOAST87,DKMONCW95620084 
DKCOAST87,DKMONCW95620085 
DKCOAST87,DKMONCW95620062 
DKCOAST89,DKMONCW96630001 
DKCOAST89,DKMONCW96630038 
DKCOAST89,DKMONCW96630024 
DKCOAST89,DKMONCW96630036 
DKCOAST89,DKMONCW96630044 
DKCOAST89,DKMONCW96630047 
DKCOAST89,DKMONCW96630045 
DKCOAST89,DKMONCW96630046 
DKCOAST90,DKMONCW96600005 
DKCOAST90,DKMONCW96600004 
DKCOAST90,DKMONCW96600106 
DKCOAST90,DKMONCW96610013 
DKCOAST90,DKMONCW96600123 
DKCOAST90,DKMONCW96650021 
DKCOAST90,DKMONCW96650026 
DKCOAST90,DKMONCW96600124 
DKCOAST90,DKMONCW96650027 
DKCOAST90,DKMONCW96610012 
DKCOAST90,DKMONCW96650016 
DKCOAST90,DKMONCW96650029 
DKCOAST90,DKMONCW96600127 
DKCOAST92,DKMONCW94230001 
DKCOAST92,DKMONCW94230077 
DKCOAST92,DKMONCW94230212 
DKCOAST92,DKMONCW94230214 
DKCOAST92,DKMONCW94230140 
DKCOAST92,DKMONCW94230170 
DKCOAST93,DKMONCW94230020 
DKCOAST93,DKMONCW94230078 
DKCOAST93,DKMONCW94230179 
DKCOAST93,DKMONCW94230228 
DKCOAST95,DKMONCW96440003 
DKCOAST95,DKMONCW96430015 
DKCOAST95,DKMONCW96740019 
DKCOAST95,DKMONCW96430012 
DKCOAST95,DKMONCW96430013 
DKCOAST95,DKMONCW96430014 
DKCOAST95,DKMONCW96430011 
DKCOAST95,DKMONCW96430016 
DKCOAST203 ,DKMONCW96100015 
DKCOAST203 ,DKMONCW96700057 
DKCOAST96,DKMONCW96700071 
DKCOAST96,DKMONCW96740018 
DKCOAST96,DKMONCW96750124 
DKCOAST96,DKMONCW96750123 
DKCOAST96,DKMONCW96760011 
DKCOAST96,DKMONCW96740020 
DKCOAST96,DKMONCW96740021 
DKCOAST96,DKMONCW96750097 
DKCOAST96,DKMONCW96750129 
DKCOAST100 ,DKMONCW98100019 
DKCOAST101 ,DKMONCW95840001 
DKCOAST101 ,DKMONCW95840012 
DKCOAST101 ,DKMONCW95840006 
DKCOAST101 ,DKMONCW95840011 
DKCOAST101 ,DKMONCW95840008 
DKCOAST101 ,DKMONCW95840005 
DKCOAST101 ,DKMONCW95840003 
DKCOAST102 ,DKMONCW95820001 
DKCOAST102 ,DKMONCW95820002 
DKCOAST102 ,DKMONCW95820040 
DKCOAST102 ,DKMONCW95820046 
DKCOAST102 ,DKMONCW95820047 
DKCOAST102 ,DKMONCW95820052 
DKCOAST102 ,DKMONCW95820039 
DKCOAST102 ,DKMONCW95820053 
DKCOAST102 ,DKMONCW95820056 
DKCOAST102 ,DKMONCW95820034 
DKCOAST102 ,DKMONCW95820060 
DKCOAST102 ,DKMONCW95820061 
DKCOAST102 ,DKMONCW95820003 
DKCOAST102 ,DKMONCW95820014 
DKCOAST102 ,DKMONCW95820062 
DKCOAST103 ,DKMONCW95910001 
DKCOAST103 ,DKMONCW95910004 
DKCOAST103 ,DKMONCW95910006 
DKCOAST103 ,DKMONCW95910009 
DKCOAST103 ,DKMONCW95910011 
DKCOAST103 ,DKMONCW95910022 
DKCOAST103 ,DKMONCW95910037 
DKCOAST103 ,DKMONCW95910005 
DKCOAST103 ,DKMONCW95910002 
DKCOAST103 ,DKMONCW95910003 
DKCOAST104 ,DKMONCW95930007 
DKCOAST104 ,DKMONCW95930013 
DKCOAST104 ,DKMONCW95930011 
DKCOAST104 ,DKMONCW95930006 
DKCOAST104 ,DKMONCW95930010 
DKCOAST104 ,DKMONCW95930001 
DKCOAST104 ,DKMONCW95930004 
DKCOAST105 ,DKMONCW95920001 
DKCOAST105 ,DKMONCW95920002 
DKCOAST105 ,DKMONCW95920014 
DKCOAST105 ,DKMONCW95920027 
DKCOAST105 ,DKMONCW95920032 
DKCOAST105 ,DKMONCW95920015 
DKCOAST105 ,DKMONCW95920008 
DKCOAST105 ,DKMONCW95920009 
DKCOAST106 ,DKMONCW95440017 
DKCOAST106 ,DKMONCW95440026 
DKCOAST106 ,DKMONCW95440032 
DKCOAST106 ,DKMONCW95440030 
DKCOAST106 ,DKMONCW95440029 
DKCOAST106 ,DKMONCW95440025 
DKCOAST106 ,DKMONCW95440014 
DKCOAST106 ,DKMONCW95440015 
DKCOAST107 ,DKMONCW91630003 
DKCOAST107 ,DKMONCW91630007 
DKCOAST107 ,DKMONCW91630008 
DKCOAST107 ,DKMONCW91630009 
DKCOAST107 ,DKMONCW91630010 
DKCOAST107 ,DKMONCW91630011 
DKCOAST107 ,DKMONCW91630012 
DKCOAST107 ,DKMONCW91630014 
DKCOAST108 ,DKMONCW95460001 
DKCOAST108 ,DKMONCW95460008 
DKCOAST108 ,DKMONCW95460007 
DKCOAST108 ,DKMONCW95460005 
DKCOAST108 ,DKMONCW95460010 
DKCOAST108 ,DKMONCW95460002 
DKCOAST108 ,DKMONCW95460003 
DKCOAST109 ,DKMONCW95340006 
DKCOAST109 ,DKMONCW95340019 
DKCOAST109 ,DKMONCW95340017 
DKCOAST109 ,DKMONCW95340018 
DKCOAST109 ,DKMONCW95340010 
DKCOAST109 ,DKMONCW95340011 
DKCOAST110 ,DKMONCW95720001 
DKCOAST110 ,DKMONCW95720062 
DKCOAST110 ,DKMONCW95720069 
DKCOAST110 ,DKMONCW95720068 
DKCOAST110 ,DKMONCW95720050 
DKCOAST110 ,DKMONCW95720053 
DKCOAST110 ,DKMONCW95720054 
DKCOAST110 ,DKMONCW95720013 
DKCOAST111 ,DKMONCW91650003 
DKCOAST111 ,DKMONCW91650023 
DKCOAST111 ,DKMONCW91650026 
DKCOAST111 ,DKMONCW91650028 
DKCOAST111 ,DKMONCW91650030 
DKCOAST111 ,DKMONCW91650033 
DKCOAST111 ,DKMONCW91650035 
DKCOAST111 ,DKMONCW91650042 
DKCOAST111 ,DKMONCW91650041 
DKCOAST113 ,DKMONCW95710002 
DKCOAST113 ,DKMONCW95710029 
DKCOAST113 ,DKMONCW95710027 
DKCOAST113 ,DKMONCW95710036 
DKCOAST113 ,DKMONCW95710038 
DKCOAST113 ,DKMONCW95710039 
DKCOAST113 ,DKMONCW95710025 
DKCOAST113 ,DKMONCW95710009 
DKCOAST114 ,DKMONCW95700001 
DKCOAST114 ,DKMONCW95700002 
DKCOAST114 ,DKMONCW95700008 
DKCOAST114 ,DKMONCW95730026 
DKCOAST114 ,DKMONCW95720061 
DKCOAST114 ,DKMONCW95730029 
DKCOAST114 ,DKMONCW95730016 
DKCOAST114 ,DKMONCW95740001 
DKCOAST114 ,DKMONCW95720066 
DKCOAST114 ,DKMONCW95720067 
DKCOAST114 ,DKMONCW95720051 
DKCOAST114 ,DKMONCW95720070 
DKCOAST114 ,DKMONCW95730030 
DKCOAST114 ,DKMONCW95730013 
DKCOAST119 ,DKMONCW91500007 
DKCOAST119 ,DKMONCW91500033 
DKCOAST119 ,DKMONCW91500047 
DKCOAST119 ,DKMONCW91500050 
DKCOAST119 ,DKMONCW91510003 
DKCOAST119 ,DKMONCW91500048 
DKCOAST120 ,DKMONCW91620003 
DKCOAST120 ,DKMONCW91620022 
DKCOAST120 ,DKMONCW91620005 
DKCOAST120 ,DKMONCW91620006 
DKCOAST120 ,DKMONCW91620012 
DKCOAST121 ,DKMONCW91610002 
DKCOAST121 ,DKMONCW91610136 
DKCOAST121 ,DKMONCW91610138 
DKCOAST121 ,DKMONCW91610140 
DKCOAST121 ,DKMONCW91610145 
DKCOAST121 ,DKMONCW91610147 
DKCOAST121 ,DKMONCW91610149 
DKCOAST121 ,DKMONCW91610070 
DKCOAST121 ,DKMONCW91610078 
DKCOAST121 ,DKMONCW91610221 
DKCOAST121 ,DKMONCW91610218 
DKCOAST122 ,DKMONCW95130003 
DKCOAST224 ,DKMONCW95100030 
DKCOAST122 ,DKMONCW95130059 
DKCOAST122 ,DKMONCW95130061 
DKCOAST122 ,DKMONCW95130052 
DKCOAST122 ,DKMONCW95130055 
DKCOAST122 ,DKMONCW95130058 
DKCOAST122 ,DKMONCW95130053 
DKCOAST122 ,DKMONCW95130065 
DKCOAST122 ,DKMONCW95130035 
DKCOAST122 ,DKMONCW95130004 
DKCOAST123 ,DKMONCW95130002 
DKCOAST123 ,DKMONCW95130028 
DKCOAST123 ,DKMONCW95130046 
DKCOAST123 ,DKMONCW95130050 
DKCOAST123 ,DKMONCW95130045 
DKCOAST123 ,DKMONCW95130049 
DKCOAST123 ,DKMONCW95130031 
DKCOAST123 ,DKMONCW95130066 
DKCOAST123 ,DKMONCW95130005 
DKCOAST124 ,DKMONCW95260002 
DKCOAST124 ,DKMONCW95260014 
DKCOAST124 ,DKMONCW95260037 
DKCOAST124 ,DKMONCW95260042 
DKCOAST124 ,DKMONCW95260036 
DKCOAST124 ,DKMONCW95260039 
DKCOAST124 ,DKMONCW95260041 
DKCOAST124 ,DKMONCW95260027 
DKCOAST124 ,DKMONCW95260022 
DKCOAST125 ,DKMONCW95260003 
DKCOAST125 ,DKMONCW95260049 
DKCOAST125 ,DKMONCW95260046 
DKCOAST125 ,DKMONCW95260051 
DKCOAST125 ,DKMONCW95260045 
DKCOAST125 ,DKMONCW95260032 
DKCOAST125 ,DKMONCW95260023 
DKCOAST125 ,DKMONCW95260024 
DKCOAST127 ,DKMONCW94330053 
DKCOAST127 ,DKMONCW94330051 
DKCOAST127 ,DKMONCW94330045 
DKCOAST127 ,DKMONCW94330028 
DKCOAST127 ,DKMONCW94330064 
DKCOAST127 ,DKMONCW94330065 
DKCOAST128 ,DKMONCW94330002 
DKCOAST128 ,DKMONCW94330001 
DKCOAST128 ,DKMONCW94330004 
DKCOAST128 ,DKMONCW94330011 
DKCOAST128 ,DKMONCW94330041 
DKCOAST128 ,DKMONCW94330039 
DKCOAST128 ,DKMONCW94330043 
DKCOAST128 ,DKMONCW94330036 
DKCOAST128 ,DKMONCW94330024 
DKCOAST128 ,DKMONCW94330026 
DKCOAST129 ,DKMONCW91240001 
DKCOAST129 ,DKMONCW91240004 
DKCOAST129 ,DKMONCW91240150 
DKCOAST130 ,DKMONCW91240037 
DKCOAST129 ,DKMONCW91240151 
DKCOAST129 ,DKMONCW91240171 
DKCOAST129 ,DKMONCW91240169 
DKCOAST129 ,DKMONCW91240153 
DKCOAST129 ,DKMONCW91240199 
DKCOAST129 ,DKMONCW91240200 
DKCOAST130 ,DKMONCW91240002 
DKCOAST130 ,DKMONCW91240174 
DKCOAST130 ,DKMONCW91240178 
DKCOAST130 ,DKMONCW91240149 
DKCOAST131 ,DKMONCW91240003 
DKCOAST131 ,DKMONCW91240198 
DKCOAST132 ,DKMONCW91320001 
DKCOAST132 ,DKMONCW91320012 
DKCOAST132 ,DKMONCW91320014 
DKCOAST132 ,DKMONCW91320016 
DKCOAST132 ,DKMONCW91320090 
DKCOAST132 ,DKMONCW91320238 
DKCOAST132 ,DKMONCW91320233 
DKCOAST132 ,DKMONCW91320234 
DKCOAST132 ,DKMONCW91320240 
DKCOAST132 ,DKMONCW91320254 
DKCOAST132 ,DKMONCW91320255 
DKCOAST132 ,DKMONCW91320251 
DKCOAST132 ,DKMONCW91320018 
DKCOAST132 ,DKMONCW91320200 
DKCOAST132 ,DKMONCW91320214 
DKCOAST132 ,DKMONCW91320307 
DKCOAST133 ,DKMONCW91330001 
DKCOAST133 ,DKMONCW91200019 
DKCOAST133 ,DKMONCW91330010 
DKCOAST133 ,DKMONCW91410004 
DKCOAST136 ,DKMONCW93530074 
DKCOAST136 ,DKMONCW93530067 
DKCOAST136 ,DKMONCW93530102 
DKCOAST136 ,DKMONCW93530104 
DKCOAST136 ,DKMONCW93530105 
DKCOAST136 ,DKMONCW93530189 
DKCOAST136 ,DKMONCW93530201 
DKCOAST136 ,DKMONCW93530127 
DKCOAST137 ,DKMONCW93530076 
DKCOAST137 ,DKMONCW93530043 
DKCOAST137 ,DKMONCW93530045 
DKCOAST137 ,DKMONCW93530108 
DKCOAST137 ,DKMONCW93530110 
DKCOAST137 ,DKMONCW93530111 
DKCOAST137 ,DKMONCW93530112 
DKCOAST137 ,DKMONCW93530200 
DKCOAST137 ,DKMONCW93530013 
DKCOAST137 ,DKMONCW93530073 
DKCOAST137 ,DKMONCW93530184 
DKCOAST137 ,DKMONCW93530153 
DKCOAST138 ,DKMONCW93500005 
DKCOAST138 ,DKMONCW93500056 
DKCOAST138 ,DKMONCW93500119 
DKCOAST138 ,DKMONCW93520027 
DKCOAST138 ,DKMONCW93520028 
DKCOAST138 ,DKMONCW93520031 
DKCOAST138 ,DKMONCW93500137 
DKCOAST138 ,DKMONCW93520026 
DKCOAST138 ,DKMONCW93510004 
DKCOAST138 ,DKMONCW93520025 
DKCOAST138 ,DKMONCW93500017 
DKCOAST139 ,DKMONCW93020009 
DKCOAST139 ,DKMONCW93020010 
DKCOAST140 ,DKMONCW93410036 
DKCOAST140 ,DKMONCW93410042 
DKCOAST140 ,DKMONCW93410103 
DKCOAST140 ,DKMONCW93410113 
DKCOAST140 ,DKMONCW93420259 
DKCOAST140 ,DKMONCW93410119 
DKCOAST140 ,DKMONCW93420291 
DKCOAST140 ,DKMONCW93410104 
DKCOAST140 ,DKMONCW93410105 
DKCOAST141 ,DKMONCW94510019 
DKCOAST141 ,DKMONCW94510003 
DKCOAST141 ,DKMONCW94510005 
DKCOAST141 ,DKMONCW94510035 
DKCOAST141 ,DKMONCW94510070 
DKCOAST141 ,DKMONCW94510069 
DKCOAST141 ,DKMONCW94510074 
DKCOAST141 ,DKMONCW94510080 
DKCOAST141 ,DKMONCW94510076 
DKCOAST141 ,DKMONCW94510081 
DKCOAST141 ,DKMONCW94510086 
DKCOAST141 ,DKMONCW94510066 
DKCOAST141 ,DKMONCW94510057 
DKCOAST141 ,DKMONCW94510092 
DKCOAST141 ,DKMONCW94510011 
DKCOAST141 ,DKMONCW94510038 
DKCOAST142 ,DKMONCW94010062 
DKCOAST142 ,DKMONCW94010160 
DKCOAST142 ,DKMONCW94010172 
DKCOAST142 ,DKMONCW94010167 
DKCOAST142 ,DKMONCW94010177 
DKCOAST142 ,DKMONCW94010217 
DKCOAST142 ,DKMONCW94010218 
DKCOAST142 ,DKMONCW94010058 
DKCOAST142 ,DKMONCW94010158 
DKCOAST142 ,DKMONCW94010212 
DKCOAST144 ,DKMONCW94410023 
DKCOAST144 ,DKMONCW94410029 
DKCOAST144 ,DKMONCW94410091 
DKCOAST144 ,DKMONCW94410100 
DKCOAST144 ,DKMONCW94410086 
DKCOAST144 ,DKMONCW94410084 
DKCOAST144 ,DKMONCW94410099 
DKCOAST144 ,DKMONCW94410064 
DKCOAST144 ,DKMONCW94410062 
DKCOAST144 ,DKMONCW94410063 
DKCOAST145 ,DKMONCW94410004 
DKCOAST145 ,DKMONCW94410104 
DKCOAST145 ,DKMONCW94410005 
DKCOAST145 ,DKMONCW94410045 
DKCOAST145 ,DKMONCW94410092 
DKCOAST145 ,DKMONCW94410079 
DKCOAST145 ,DKMONCW94410090 
DKCOAST145 ,DKMONCW94410093 
DKCOAST145 ,DKMONCW94410101 
DKCOAST145 ,DKMONCW94410089 
DKCOAST145 ,DKMONCW94410080 
DKCOAST145 ,DKMONCW94410057 
DKCOAST145 ,DKMONCW94410002 
DKCOAST145 ,DKMONCW94410025 
DKCOAST146 ,DKMONCW94360034 
DKCOAST146 ,DKMONCW94360073 
DKCOAST146 ,DKMONCW94360077 
DKCOAST146 ,DKMONCW94360080 
DKCOAST146 ,DKMONCW94360035 
DKCOAST146 ,DKMONCW94360067 
DKCOAST146 ,DKMONCW94360068 
DKCOAST147 ,DKMONCW94400007 
DKCOAST147 ,DKMONCW94400003 
DKCOAST147 ,DKMONCW94400025 
DKCOAST147 ,DKMONCW94400026 
DKCOAST147 ,DKMONCW94440001 
DKCOAST147 ,DKMONCW94450008 
DKCOAST147 ,DKMONCW94460002 
DKCOAST147 ,DKMONCW94460003 
DKCOAST147 ,DKMONCW94460012 
DKCOAST147 ,DKMONCW94400049 
DKCOAST147 ,DKMONCW94410070 
DKCOAST147 ,DKMONCW94440006 
DKCOAST147 ,DKMONCW94410071 
DKCOAST147 ,DKMONCW94410065 
DKCOAST147 ,DKMONCW94420013 
DKCOAST147 ,DKMONCW94450025 
DKCOAST147 ,DKMONCW94460200 
DKCOAST147 ,DKMONCW94460203 
